"category","year","tags","tag_count"
"Sock Techniques",2016,"2-at-a-time",115
"Sock Techniques",2016,"noshaping",89
"Sock Techniques",2016,"seamed-sock",17
"Sock Techniques",2016,"shaped-arches",51
"Sock Techniques",2016,"start-in-middle",13
"Sock Techniques",2016,"toe-up",594
"Sock Techniques",2016,"top-cuff-down",1586
"Sock Techniques",2017,"2-at-a-time",96
"Sock Techniques",2017,"noshaping",87
"Sock Techniques",2017,"seamed-sock",13
"Sock Techniques",2017,"shaped-arches",55
"Sock Techniques",2017,"start-in-middle",5
"Sock Techniques",2017,"toe-up",793
"Sock Techniques",2017,"top-cuff-down",1857
"Sock Techniques",2018,"2-at-a-time",96
"Sock Techniques",2018,"noshaping",108
"Sock Techniques",2018,"seamed-sock",23
"Sock Techniques",2018,"shaped-arches",56
"Sock Techniques",2018,"start-in-middle",9
"Sock Techniques",2018,"toe-up",841
"Sock Techniques",2018,"top-cuff-down",2147
"Sock Techniques",2019,"2-at-a-time",86
"Sock Techniques",2019,"noshaping",113
"Sock Techniques",2019,"seamed-sock",17
"Sock Techniques",2019,"shaped-arches",54
"Sock Techniques",2019,"start-in-middle",11
"Sock Techniques",2019,"toe-up",830
"Sock Techniques",2019,"top-cuff-down",2097
"Sock Techniques",2020,"2-at-a-time",99
"Sock Techniques",2020,"noshaping",129
"Sock Techniques",2020,"seamed-sock",23
"Sock Techniques",2020,"shaped-arches",86
"Sock Techniques",2020,"start-in-middle",15
"Sock Techniques",2020,"toe-up",1028
"Sock Techniques",2020,"top-cuff-down",2734
"Sock Techniques",2021,"2-at-a-time",91
"Sock Techniques",2021,"noshaping",164
"Sock Techniques",2021,"seamed-sock",22
"Sock Techniques",2021,"shaped-arches",67
"Sock Techniques",2021,"start-in-middle",17
"Sock Techniques",2021,"toe-up",987
"Sock Techniques",2021,"top-cuff-down",2962
"Sock Techniques",2022,"2-at-a-time",65
"Sock Techniques",2022,"noshaping",129
"Sock Techniques",2022,"seamed-sock",22
"Sock Techniques",2022,"shaped-arches",60
"Sock Techniques",2022,"start-in-middle",17
"Sock Techniques",2022,"toe-up",871
"Sock Techniques",2022,"top-cuff-down",2713
"Sock Techniques",2023,"2-at-a-time",63
"Sock Techniques",2023,"noshaping",112
"Sock Techniques",2023,"seamed-sock",20
"Sock Techniques",2023,"shaped-arches",45
"Sock Techniques",2023,"start-in-middle",9
"Sock Techniques",2023,"toe-up",737
"Sock Techniques",2023,"top-cuff-down",2561
"Toe Technique",2013,"other-toe",328
"Toe Technique",2013,"short-row-toe",69
"Toe Technique",2013,"star-toe",49
"Toe Technique",2013,"wide-toe",177
"Toe Technique",2014,"other-toe",278
"Toe Technique",2014,"short-row-toe",78
"Toe Technique",2014,"star-toe",43
"Toe Technique",2014,"wide-toe",131
"Toe Technique",2015,"other-toe",316
"Toe Technique",2015,"short-row-toe",78
"Toe Technique",2015,"star-toe",47
"Toe Technique",2015,"wide-toe",153
"Toe Technique",2016,"other-toe",299
"Toe Technique",2016,"short-row-toe",60
"Toe Technique",2016,"star-toe",49
"Toe Technique",2016,"wide-toe",111
"Toe Technique",2017,"other-toe",369
"Toe Technique",2017,"short-row-toe",82
"Toe Technique",2017,"star-toe",45
"Toe Technique",2017,"wide-toe",132
"Toe Technique",2018,"other-toe",375
"Toe Technique",2018,"short-row-toe",113
"Toe Technique",2018,"star-toe",63
"Toe Technique",2018,"wide-toe",190
"Toe Technique",2019,"other-toe",361
"Toe Technique",2019,"short-row-toe",87
"Toe Technique",2019,"star-toe",94
"Toe Technique",2019,"wide-toe",183
"Toe Technique",2020,"other-toe",515
"Toe Technique",2020,"short-row-toe",139
"Toe Technique",2020,"star-toe",84
"Toe Technique",2020,"wide-toe",222
"Toe Technique",2021,"other-toe",580
"Toe Technique",2021,"short-row-toe",127
"Toe Technique",2021,"star-toe",99
"Toe Technique",2021,"wide-toe",267
"Toe Technique",2022,"other-toe",512
"Toe Technique",2022,"short-row-toe",93
"Toe Technique",2022,"star-toe",78
"Toe Technique",2022,"wide-toe",238
"Toe Technique",2023,"other-toe",434
"Toe Technique",2023,"short-row-toe",89
"Toe Technique",2023,"star-toe",87
"Toe Technique",2023,"wide-toe",228
